objectid,key,cod_tramo,codigo_via,pr_inicial,dist_ini,pr_finl,dist_fin,territorial,tramo,sector,administrador,amv,superficie,calzada,ruta,fuente,fecha_fuente,fecha_actualiz,concesion,observacion_invias,estado,observacion_igac,reversion,pr_ini_con,pr_fin_con,ruleid_1
448,,45110,4511,0,0,149,484,22,Troncal del Magdalena,Río Ermitaño - La Lizama,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,149+484,2
294,,78060,7806,0,0,28,0,09,Transversal Depresion Momposina,El Banco – Tamalameque,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,PR final es 28+0000 (Ramón Lobo),rev,,,0+0,28+0,2
295,1,62090,6209,0,0,64,0,04,Transversal del Carare,Barbosa - Tunja,1,2,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. seg 21al 27,,0+0,64+0,1
298,2,55STA0,55STA,0,0,2,215,22,Troncal Central del Norte,Variante de Concepción,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,2+215,1
299,2,27020,2702,0,0,63,1505,02,Paralela del Rio Magdalena,Salamina - Palermo,1,1,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,"Act. seg 29-30; 58-60; 63-65",,0+0,63+1505,1
300,1,500250,5002,50,0,73,608,21,Transversal Las Animas - Bogotá,Mumbú - Santa Cecilia,1,1,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. seg 65 -73,,50+0,73+608,1
301,1,66050,6605,0,0,131,970,07,Transversal Corredor Fronterizo del Oriente Colombiano,Tame - Corocoro,1,4,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. seg 33-34,,0+0,131+970,1
302,1,64040,6404,0,0,128,500,04,Ruta de Los Libertadores,Belén - Sácama,1,4,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,"Act. seg 21-23; 32-33; 42-45",,0+0,128+500,1
296,,250710,2507,10,545,37,180,21,Troncal de Occidente,La Virginia - Remolinos,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,10+545,37+180,2
297,,550159,5501,59,0,120,0,04,Troncal Central del Norte,Chocontá - Tunja,2,,,2,,WFS ANI,2016-01-01T00:00:00.000Z,2016-09-06T00:00:00.000Z,,PR Final 108+0096 en Ramón Lobo,,,,59+0,120+0,2
303,1,560421,5604,21,500,24,500,12,,Yacopí - La Palma,1,2,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,21+500,24+500,1
304,1,56040,5604,0,0,19,500,12,,Yacopí - La Palma,1,2,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,19+500,1
305,1,6512103,6512,103,287,105,448,07,Troncal Villagarzon - Saravena,Paso Nacional por Yopal,1,1,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,103+287,105+448,1
306,1,10010,1001,0,0,119,0,17,Transversal Tumaco - Leticia,Tumaco - Junín,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,119+0,1
307,1,40030,4003,0,0,27,0,20,Transversal Buenaventura - Villavicencio - Puerto Carreño,Armenia - La Línea,1,1,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,APP RUTA DEL PRIVILEGIO (ENTREGA 1-DIC-2015),,,,,0+0,27+0,1
308,,550159,5501,59,0,120,0,04,Troncal Central del Norte,Chocontá - Tunja,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,59+0,120+0,2
309,1,90040,9004,0,0,5,850,11,Transversal del Caribe,Paso Nacional por Loríca,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,5+850,1
319,1,250954,2509,54,0,72,84,01,Troncal de Occidente,Primavera  - Medellín,1,1,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,54+0,72+84,1
310,,451846,4518,46,764,98,0,15,Troncal del Magdalena,Paso Nacional por Aracataca - Ye de Ciénaga,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,46+764,98+0,2
320,,900441,9004,41,0,46,100,23,Transversal del Caribe,Coveñas  - San Onofre,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,APP PRIVADA ANTIOQUIA - BOLÍVAR (ENTREGA 26-NOV-2015),,,,,41+0,46+100,2
406,,45ACNC0,45ACNC,0,0,3,100,12,Troncal Central,Variante de Ubaté,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,3+100,2
311,,45180,4518,0,0,35,725,15,Troncal del Magdalena,Río Ariguaní - Paso Nacional por Aracataca,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,35+725,2
312,1,451898,4518,98,0,100,289,15,Troncal del Magdalena,Ye de Ciénaga (Lado Manantial) - Intersección Ruta 90,1,1,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. seg  100 - 100+0289,,98+0,100+289,1
313,,55070,5507,0,0,2,900,18,Troncal Central del Norte,Nueva Terminal de Cúcuta,2,,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. seg 6-8,,0+0,2+900,2
331,1,62060,6206,0,0,1,0,01,Transversal Tribuga - Arauca,Paso Nacional por Cisneros,1,3,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,1+0,1
332,1,60030,6003,0,0,48,0,01,Transversal Tribuga - Arauca,La Mansa - Primavera,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,48+0,1
333,3,50CN010,50CN01,0,0,14,0,12,,Dindal - Caparrapí,1,2,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,14+0,1
334,2,49GJB0,49GJB,0,0,3,0,13,Troncal del Carbon,Paso Nacional por San Juan del Cesar,1,1,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. seg 1-3,,0+0,3+0,1
335,1,55050,5505,0,0,71,0,18,Troncal Central del Norte,Presidente - Pamplona,1,3,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,71+0,1
407,1,45A0818,45A08,18,0,93,654,22,Troncal Central,Río Negro - San Alberto,1,3,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,18+0,93+654,1
408,,45A0428,45A04,28,200,67,1134,12,Troncal Central,Bogotá - Ubaté,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,28+200,67+1134,2
409,,45110,4511,0,0,149,484,22,Troncal del Magdalena,Río Ermitaño - La Lizama,2,,,2,,Google Maps,2016-01-01T00:00:00.000Z,2016-09-02T00:00:00.000Z,,,,,,0+0,149+484,2
314,1,700743,7007,43,0,54,787,26,Acceso a Cucuta y Venezuela,Río de Oro - Ocaña,1,1,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. seg 49-51,,43+0,54+787,1
315,,56AN030,56AN03,0,0,15,800,01,Circuito Medellin - Valle de Rionegro,Rionegro - La Ceja,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,15+800,2
316,,90060,9006,0,0,117,103,02,Alternas a la Transversal del Caribe,Sabanalarga - Barranquilla,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,117+103,2
317,1,900430,9004,30,0,41,0,23,Transversal del Caribe,Coveñas  - San Onofre (incluye Paso por Coveñas),1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,30+0,41+0,1
318,1,250954,2509,54,0,72,84,01,Troncal de Occidente,Primavera  - Medellín,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,54+0,72+84,1
337,1,900446,9004,46,100,49,453,23,Transversal del Caribe,Paso Nacional por Tolú,1,1,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,46+100,49+453,1
321,1,900465,9004,65,937,93,683,23,Transversal del Caribe,Coveñas  - San Onofre (Incluye pasos Nacionales por Toluviejo y El Pueblito),1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,65+937,93+683,1
322,1,600376,6003,76,450,79,250,01,Transversal Tribuga - Arauca,La Mansa - Primavera,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,PACÍFICO 1,No la han recibido concesionario ni ANI,,,,76+450,79+250,1
323,1,25080,2508,0,0,60,1000,05,Troncal de Occidente,Cauyá - La Felisa,1,1,,2,,Google Maps (DC Criterio Técnico),2016-06-15T00:00:00.000Z,2016-06-27T00:00:00.000Z,,,3d_mal_oeste,"Act. seg 12-15; 49-50; 55-56",,0+0,60+1000,1
324,,900493,9004,93,683,104,820,23,Transversal del Caribe,Coveñas  - San Onofre,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,APP PRIVADA ANTIOQUIA - BOLÍVAR (ENTREGA 26-NOV-2015),,,,,93+683,104+820,2
338,1,64050,6405,0,0,32,80,07,Ruta de Los Libertadores,Sácama - Cruce Ruta 45 (La Cabuya),1,3,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. seg 26-32+0080,,0+0,32+80,1
325,,600348,6003,48,0,57,600,01,Transversal Tribuga - Arauca,La Mansa - Primavera,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,48+0,57+600,2
326,1,600357,6003,57,600,57,900,01,Transversal Tribuga - Arauca,La Mansa - Primavera,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,PACÍFICO 1,No la han recibido concesionario ni ANI,,,,57+600,57+900,1
327,,600357,6003,57,900,76,450,01,Transversal Tribuga - Arauca,La Mansa - Primavera,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,57+900,76+450,2
328,1,700869,7008,69,0,128,0,18,Acceso a Cucuta y Venezuela,Alto El Pozo - Sardinata,1,1,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,"Act. seg 69-73+0400; 75-77; 82-83; 89-96; 99-100 ",,69+0,128+0,1
329,,600379,6003,79,250,81,900,01,Transversal Tribuga - Arauca,La Mansa - Primavera,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,79+250,81+900,2
330,1,620553,6205,53,0,54,1158,01,Transversal Tribuga - Arauca,Paso Nacional por Cisneros,1,3,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,PR final 54+1158 (Ramón Lobo),rev,,,53+0,55+150,1
336,1,55NS090,55NS09,0,0,29,660,18,Conexión Colombia - Venezuela,Cúcuta (Redoma El Salado) - La China,1,2,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,29+660,1
339,1,210348,2103,48,222,49,1360,11,Alternas a la Transversal del Caribe,Paso Nacional por Loríca,1,1,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act seg 48 a 49,,48+222,49+1360,1
342,,8004A38,8004A,38,554,51,465,13,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Badillo - San Juan del Cesar,2,,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,APP CESAR - GUAJIRA (ENTREGADA 12-AGT-2015),pr final 52+0530 en Ramón Lobo,,Act. seg 39 al 52+0674,,38+554,51+465,2
343,,880166,8801,66,300,101,0,13,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Paradero - Maicao,2,,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,PR final 101+0200 (Ramon Lobo),rev,Act. seg ,,66+300,101+0,2
344,2,88GJ020,88GJ02,0,0,3,0,13,Transversal Carmen - Bosconia - Valledupar - Maicao - Puerto Bolivar,Acceso a Albania,1,1,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,3+0,1
345,,62061,6206,1,0,40,900,01,Transversal Tribuga - Arauca,Cisneros - Alto de Dolores,2,,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. seg 17-18,,1+0,40+900,2
346,,620640,6206,40,900,95,198,01,Transversal Tribuga - Arauca,Cisneros - Puerto Berrío (Incluye el Puente sobre el Río Magdalena),2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,40+900,95+198,2
347,1,7009A70,7009A,70,0,75,0,18,Conexiones Troncal Central - Troncal Central del Norte,Cornejo - Zulia,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,70+0,75+0,1
348,,45100,4510,0,170,33,353,24,Troncal del Magdalena,Viaducto Honda - Entrada Puente Puerto Salgar,2,,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. seg 33- 34,,0+170,33+353,2
349,1,62STA0,62STA,0,0,2,0,22,Troncal Central,Variante de Barbosa,1,4,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,2+0,1
368,,45170,4517,0,0,34,81,09,Troncal del Magdalena,Bosconia - Río Ariguaní,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,PR final 33+0972 (Ramón Lobo),rev,,,0+0,34+81,2
350,1,500523,5005,23,880,33,880,05,Transversal Las Animas - Bogotá,Estación Uribe - Puente La Libertad,1,1,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,"Act. seg 29-33+880, pendi 27-29",,23+880,33+880,1
351,1,62110,6211,0,0,16,0,04,Accesos a Yopal,Sogamoso - El Crucero,1,5,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,16+0,1
352,1,620869,6208,69,324,70,674,22,Transversal del Carare,Landázuri - Barbosa,1,4,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,69+324,70+674,1
354,1,66060,6606,0,0,44,280,07,Transversal Corredor Fronterizo del Oriente Colombiano,Corocoro - Arauca,1,4,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,,,Act. seg 40-44,,0+0,44+280,1
355,,66ST020,66ST02,0,0,3,40,22,Transversal Tribuga - Arauca,Te de Aeropuerto - Aeropuerto,2,,,1,,Google Maps,,2016-04-19T00:00:00.000Z,,,3d_mal_central,,,0+0,3+40,2
366,1,250954,2509,54,0,72,84,01,Troncal de Occidente,Primavera  - Medellín,1,1,,2,,Google Maps (DC Criterio Técnico),2016-06-15T00:00:00.000Z,2016-06-27T00:00:00.000Z,,,3d_mal_oeste,,,54+0,72+84,1
369,,45MGB0,45MGB,0,0,7,62,15,Troncal del Magdalena,Variante de Aracataca,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,7+62,2
370,3,500182,5001,82,0,130,0,10,Transversal Tribuga - Arauca,Río Pató (El Afirmado) - La Ye (Las Animas),1,2,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,82+0,130+0,1
371,1,50030,5003,0,0,79,0,21,Transversal Las Animas - Bogotá,Santa Cecilia - Asia,1,1,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,pr final 78+0500 en Ramón Lobo,,Act. seg 0-12,,0+0,79+0,1
372,1,50070,5007,0,0,26,695,24,Transversal Las Animas - Bogotá,Fresno - Mariquita,1,2,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,26+695,1
367,,45160,4516,0,0,87,965,09,Troncal del Magdalena,San Roque - Bosconia,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,PR final 87+1130 (Ramón Lobo),rev,,,0+0,87+965,2
410,,740343,7403,43,0,49,0,11,Transversal Puerto rey - Tibú,Guayepo - Achí,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,43+0,49+0,2
373,,90100,9010,0,0,88,0,13,Transversal del Caribe,Riohacha - Paraguachón,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,88+0,2
374,,45A060,45A06,0,0,125,800,22,Troncal Central,Puente Nacional - San Gil,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,"Revisar con Ramón Lobo PR 9+0070 a 9+0274, traslape con 6208",rev,,,0+0,125+800,2
375,,9007A7,9007A,7,75,7,350,15,Alternas a la Transversal del Caribe,Terminal Marítimo,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,7+75,7+350,1
376,,45ABYB0,45ABYB,0,0,6,900,04,Troncal Central,Variante de Chiquinquirá,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,6+900,2
487,2,37CCB0,37CCB,0,0,1,0,08,,Variante Pajarito,1,5,,1,,IGAC (Contrato 2932/2008),,2016-07-07T00:00:00.000Z,,,3d_mal_oeste,,,0+0,1+0,1
377,1,70NSA0,70NSA,0,0,5,0,18,,Variante Sardinata,1,1,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,Agregar a listado de Ramón Lobo,,Act. seg 0 a 5,,0+0,5+0,1
378,,45140,4514,0,0,99,923,26,,San Alberto - La Mata,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,99+923,2
379,,45150,4515,0,0,86,1702,09,,La Mata - San Roque,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,86+1702,2
380,,56AN010,56AN01,0,0,3,800,01,Circuito Medellin - Valle de Rionegro,La Fe - El Retiro,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,3+800,2
382,,56AN02_10,56AN02_1,0,0,8,500,01,,Rionegro - El Carmen,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,8+500,2
383,,60050,6005,0,0,135,600,01,Transversal Medellin - Bogotá,Santuario - Cruce Ruta 45 (Caño Alegre),2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,135+600,2
384,1,60080,6008,0,0,37,0,04,Transversal Puerto Boyaca - Monterrey,Chiquinquirá - Sáchica,1,2,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,37+0,1
381,,56AN020,56AN02,0,0,21,300,01,Circuito Medellin - Valle de Rionegro,Don Diego - Rionegro - Marinilla,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,21+300,2
488,,45A070,45A07,0,0,93,180,22,Troncal Central,San Gil - Bucaramanga,2,,,2,,Google Maps,2016-01-01T00:00:00.000Z,2016-09-01T00:00:00.000Z,,,,,,0+0,93+180,2
489,1,431321,4313,21,0,73,754,09,Transversal Depresion Momposina,San José - Ye de Arjona,1,1,,1,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,,PR final 73+0840 (Ramón Lobo),rev,"Act. seg 22-23; 35-36",,21+0,73+754,1
490,,90A010,90A01,66,218,66,258,02,Transversal del Caribe, Arroyo Cascabel ,1,1,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,3d_mal_central,,,66+218,66+258,1
385,,62010,6201,0,0,53,815,01,Troncal de Uraba,Turbo - Chigorodó,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,53+815,2
387,,78040,7804,0,0,33,900,03,Transversal Depresion Momposina,Mompox - Guamal,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,33+900,2
386,,78030,7803,0,0,38,0,03,Transversal Depresion Momposina,La Bodega - Mompox,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,38+0,2
388,,78050,7805,0,0,36,320,15,Transversal Depresion Momposina,Guamal - El Banco,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,36+320,2
389,,900539,9005,39,0,59,180,03,Transversal del Caribe,María la Baja - Cruz del Viso,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,APP PRIVADA ANTIOQUIA - BOLÍVAR (ENTREGA 26-NOV-2015),,,,,39+0,59+180,2
390,,90050,9005,0,0,39,0,23,Transversal del Caribe,San Onofre - María La Baja,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,APP PRIVADA ANTIOQUIA - BOLÍVAR (ENTREGA 26-NOV-2015),,,,,0+0,39+0,2
391,1,90070,9007,0,0,1,1794,02,Transversal del Caribe,Accesos y Puente Laureano Gómez,1,1,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,1+1794,1
392,,90080,9008,0,0,72,368,15,Transversal del Caribe,Santa Marta - Río Palomino,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,pr final 72+000 en Ramón Lobo,,,,0+0,72+368,2
396,,62030,6203,0,0,47,200,01,Troncal de Uraba,Dabeiba - Rubicón,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,MAR 2 (ENTREGA 17-DIC-2015),PR final 59+635 (Ramón Lobo),rev,,,0+0,47+200,2
397,,620347,6203,47,200,115,17,01,Troncal de Uraba,Rubicón - Santafé de Antioquia,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,MAR 1 (ENTREGADA 15-OCT-2015),PR inicial 59+0635 (Ramón Lobo),rev,,,47+200,115+17,2
425,,9007A_10,9007A_1,0,0,18,0,15,,Cruce Alcatraces - Mamatoco,3,,,1,,Google Maps,,2015-12-15T00:00:00.000Z,,,3d_mal_central,,,0+0,18+0,3
426,,49010,4901,0,0,140,0,09,Troncal del Carbon,San Roque - La Paz,2,,,2,,IGAC (Contrato 2130/2014),2015-09-01T00:00:00.000Z,2016-05-01T00:00:00.000Z,APP CESAR - GUAJIRA (ENTREGADA 12-AGT-2015),,,"Act. seg 39-42; 97-98; 139-140",,0+0,140+0,2
427,,45A070,45A07,0,0,93,180,22,Troncal Central,San Gil - Bucaramanga,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,93+180,2
393,,90090,9009,0,0,90,0,13,Transversal del Caribe,Río Palomino - Riohacha,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,90+0,2
394,,62020,6202,0,0,11,0,01,Troncal de Uraba,Chigorodó - El Tigre,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,11+0,2
395,,620211,6202,11,0,112,862,01,Troncal de Uraba,El Tigre - Dabeiba,2,,,2,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,MAR 2 (ENTREGA 17-DIC-2015),,,,,11+0,112+862,2
398,,62040,6204,0,0,16,0,01,Troncal de Uraba,Santafé de Antioquia - Puente Aurra,2,,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,MAR 1 (ENTREGADA 15-OCT-2015),,,,,0+0,16+0,2
399,3,64ST020,64ST02,0,0,3,385,22,,Ramal a Guane,1,2,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,3+385,1
400,1,65130,6513,0,0,90,380,07,Troncal Villagarzon - Saravena,Yopal - Paz de Ariporo,1,2,,1,,IGAC (Contrato 2932/2008),2008-01-01T00:00:00.000Z,2011-01-01T00:00:00.000Z,,,,,,0+0,90+380,1
